Temperature,Humidity,Hour,CO2,Occupancy
20.39,32.9,23,511,0
21.55,23.5,18,745.5,0
22.06666667,20.06666667,14,766,1
19.1,30.89,11,434,0
20.29,32.9,3,450.5,0
21.29,25.2,0,457,0
20.945,24.79,3,445,0
21.7,20.025,12,759,1
19.29,31.7,5,435,0
21.6,18.39,10,458.5,0
19.46333333,27.46333333,21,451,0
20,18.79,23,434.5,0
20.32333333,21.29,23,444.3333333,0
19.39,27.39,20,442,0
19.7,29,23,438,0
19.79,19.29,5,442.6666667,0
19.23,31.1,8,433.3333333,0
20.7,22.79,6,452,0
20.85666667,20,16,441.3333333,0
21.05,25.445,0,450,0
21.5,33.5,13,1281.5,1
20.37333333,30.71166667,9,863.4,1
21.29,36.4,18,1391,0
20.5,19.2,2,433.5,0
20.5,21.29,17,442,0
22.89,16.89,13,445,0
21.315,21.29,10,841,1
20,18.7,1,433,0
22.1,21.2925,15,889.75,1
19.5,27,0,456.5,0
22.1,17.82333333,14,441,0
22.175,21.39,15,899.25,1
19.5,27.5,23,452.5,0
22.2,27,11,1134.25,1
22,20.94,15,870.5,1
22.89,26.1,13,1000,0
19.34,31.2,3,437.5,0
21,24.39,3,440,0
19.39,26.29,6,460.5,0
20.13333333,33.09,5,448,0
21.39,25.7,21,491,0
22.1,26.675,10,1047,1
21.2,25.1,1,446,0
21.1,21.2,9,787.6666667,1
20.89,24.29,4,441,0
19.865,26.525,15,420.25,0
20.5,19,3,433,0
22.1,25.8225,9,998,1
20.39,18.65,5,431.3333333,0
21.29,25.2,0,454,0
19.56666667,27.56666667,8,492.3333333,0
21.2,25.2,1,444,0
20.34,20.05,1,438.5,0
23.04,17.35,12,445.5,0
19.29,27.445,18,425,0
20.1,33,4,447,0
19.5,26.79,8,470,0
19.39,26.39,6,461,0
19.39,27.1,1,457,0
20.2,21.2,0,446,0
22.525,27.815,15,1092.25,1
21.5,25.89,21,491.6666667,0
19.96333333,26.39,15,419.6666667,0
22.1,26.6,10,1047.5,1
20.7,22.79,6,455.5,0
19.2,27.65,19,423.5,0
19.29,31.5,5,431.6666667,0
22.6,27.39,18,648,0
20.365,32.95,0,500.5,0
22.7225,26.4725,12,1027,1
20.29,19.2,20,457,0
20.5,19.2,2,435.5,0
22.7,17.03333333,13,441.6666667,0
19.2,31.6,6,428.6666667,0
20.2,19.1,21,446,0
21,24.6,3,441,0
19.39,26.7,3,479,0
22.29,17.6,14,440.5,0
19.29,26.1,7,467.5,0
21.6,21.13333333,17,819,1
21.1,19.5,20,483,0
22.39,26.34,16,1067.25,1
19.29,27.6,19,427.6666667,0
20.89,20,21,467,0
20.2,18.6,6,432,0
21.2,32.79,13,1115.5,0
22.34,27.39,18,626.5,0
19.5,26.245,7,467.5,0
20.92666667,24.79,3,443.3333333,0
20.89,23.1,6,454,0
20.5,33.29,22,613,0
19.5,26.79,8,474.3333333,0
20.6,20.89,22,458.5,0
19.745,19.39,4,443,0
21.89,21.29,16,879,1
21.84,35.9,14,1520.5,1
21.7,21.08,17,805.75,1
19.6,19.5,8,454.5,0
21.29,19.745,13,662.25,1
23.1,17.29,12,448.6666667,0
20.1,26.29,15,422.3333333,0
21.1,25.5,0,451.5,0
19.445,27.245,1,459.5,0
19.39,31.1,3,439,0
21.39,21.2675,10,847.75,1
22.29,26,13,819.5,0
22.1,38.1175,17,1871.25,1
21.39,21.34,10,847,1
19.79,19.29,5,446,0
21.84,23.745,18,805,0
20.2,33,4,448,0
20.29,33.09,6,450,0
21.39,33.7,12,1326.5,1
22.1,26.5225,10,1037.5,1
20.29,32.95,1,473,0
22.5,27.445,18,641.5,0
20.39,32.95,23,511,0
19.89,26.7,21,438.6666667,0
19.89,18.945,2,441,0
19.2,31.5,6,433.5,0
22.39,26.69666667,16,1078,1
21.7,20.32,11,795.75,1
19.34,31.2,4,433.5,0
20.5,26.29,14,421.6666667,0
21.315,20.9175,10,824,1
22.65,26.55,12,1064.75,0
21.4725,33.95,14,1218,1
19.6,29.89,0,439,0
19.5,26.89,0,467.5,0
19.2,31.2,7,431.5,0
19.945,18.7,1,436,0
19.445,31,3,436.5,0
19.89,26.5,15,422.5,0
20.5,19.1,3,434,0
20,26.1,20,436,0
21.075,23.72,8,594,1
19.525,26.945,16,422,0
19.445,26.445,7,468.5,0
20.2,33.09,6,456,0
20.5,21.15,17,440,0
19.525,27.025,8,473.75,1
21.675,21.1,10,853.75,1
20.1,33.2,6,441,0
23,16.89,13,444,0
20.29,33.09,8,452.3333333,0
21.5,26,21,493,0
20,18.79,23,436.5,0
20.29,33,1,471.5,0
22.1,26.6,11,1077.333333,1
19.89,18.89,1,436.5,0
20.445,33.145,22,581,0
20.6,31.295,9,1019.5,1
19.89,26.445,15,418,0
21.1,25.5,0,451,0
21.5,18.4725,10,461.5,0
20.7,26.2225,14,421.5,0
19.39,27.6,19,437,0
19.5,30.6,1,438.5,0
19.29,31.5,5,437,0
23,17.39,12,455,0
20.7225,22.525,7,470.5,1
21.39,19.69666667,13,689.6666667,0
20,18.79,23,433,0
19.1,31,11,436,0
19.7225,19.39,5,448.5,0
20.89,23.6,5,443.3333333,0
20.7,26.6,14,421,0
21,24.39,3,442.5,0
20.39,33,23,520,0
19.7,19.39,6,442.5,0
19.39,31.29,4,439,0
21.2,25.39,23,467,0
21.5,33.3175,13,1257,1
20.39,19.15,20,462,0
22.2,20.7225,14,827,1
21,24.89,2,444,0
21.7,26.7,20,520,0
19.5,27.79,22,451,0
19.29,27.39,18,428,0
19.29,30.5,10,428,0
20,18.84,22,436,0
19.39,27.39,20,444,0
20.2,33.06,6,447.3333333,0
19.29,27.6,18,429,0
20.245,32.845,2,451,0
20.2,21.2,23,444,0
20.39,33,23,533,0
20.7,35.59,19,1108,0
20.16666667,33,4,446.6666667,0
21,25,2,445,0
21.5,26,21,499,0
22.6,17.6,11,458.6666667,0
19.39,30.7,9,428.75,0
19.5,27.79,22,453.5,0
20.5,34,20,771,0
20.7,19.4725,19,531.4,0
22.1,38.86333333,16,1995.333333,1
21.29,25.7,22,467,0
20,25.2,20,439,0
23.1,17.29,12,453.5,0
20.29,32.9,3,452,0
21.745,20.445,12,821,1
20,29.445,9,680.8,1
20.29,33.045,7,447.5,0
19.46333333,27.26,1,459,0
19.34,26.7,3,471,0
20.32333333,33,0,483.5,0
20.84,19.7675,8,635.25,1
19.89,18.84,1,438,0
22.7,17.6,11,455.5,0
20.1,33,4,442.6666667,0
19.63333333,19.5,8,451.3333333,0
20.2,33,5,449,0
21.5,36.7,18,1461.5,0
20,25.7,20,439.5,0
20.5,19.89,1,441,0
20.39,21.29,23,443.6666667,0
19.2,31.6,6,433,0
19.2,31.39,7,437.5,0
20.7,20.39,21,455,0
22.65,26.495,12,1034,1
20.865,32.1675,10,1198.25,1
20.29,33,7,448.6666667,0
21.1,32.7675,11,1371.2,1
20.66666667,27.16666667,13,425,0
19.39,31.2,3,434,0
19.79,19.29,4,446,0
19.39,26.65,2,472,0
19.29,27.5,18,426.6666667,0
21.39,21.34,10,848.5,1
22.125,24.2675,17,878.5,1
21.2,25.39,23,465,0
19.89,26.79,21,440,0
21.5,18.7,15,442,0
19.2,30.6,11,430.75,0
22.525,27.7,15,1086.333333,1
20.39,19.2,20,476,0
19.89,18.89,2,439,0
19.2,31.1,7,436,0
22.6,26.815,12,1102,1
21.89,36.29,14,1579.2,1
22.6,28.39,15,1102.5,1
19.39,26.39,7,469,0
20.89,24.29,4,442,0
20.2,18.6,6,435,0
22.1,27.2,19,580,0
19.89,18.89,23,437,0
20.5,34.59,20,869,0
20.29,33.2,8,455.5,0
20.29,18.745,5,434.5,0
21,19.7,20,467.5,0
20.7,31.79,10,1127.666667,1
22.1,26.05,9,1008,1
19.89,18.79,1,439,0
20.23,29.32333333,12,428.6666667,0
19.5,27.55,23,446,0
20.15,21.2,0,448.5,0
21,24.89,2,440,0
20.89,23.5,5,449,0
19.46333333,27.26,17,428,0
19.39,27.2,1,463,0
20.1,29.856,9,719.25,1
21.65,34.7675,14,1341.75,1
19.89,19.05,3,436.5,0
19.39,30.5,10,433.75,0
19.34,27.29,18,424.5,0
19.29,27.5,18,425,0
21.7,23.7,18,771,0
20,18.7,0,435,0
19.29,31.6,6,433,0
20.29,33,7,452.5,0
20.1,21.1,0,443,0
21.2,19.39,20,481.3333333,0
20.39,32.9,23,515,0
22.125,24.15,17,882.25,1
22.2,26.745,14,837,1
20.2,23,18,432,0
22.075,26.365,10,1039.5,1
20.5,33.62666667,21,681.6666667,0
19.6,29.29,23,439.3333333,0
19.39,27.5,20,439.3333333,0
20.2,32.9,3,450.5,0
22.1,38.9725,17,2008.25,1
21.2,25.245,0,453.5,0
20.2,32.9,3,447,0
22.2675,26.1725,13,883.5,0
22.29,25.2,17,966.3333333,1
21,24.6,3,436,0
20.815,22.8675,7,497.75,1
21.7,20.945,18,780.75,1
21.79,35.645,14,1471,1
21.13333333,25.2,1,443,0
20.85666667,19.82333333,16,446,0
19.4725,27,16,423.25,0
21.29,36.5,18,1390,0
20.5,19.7,2,437,0
19.7,29.05,23,438.5,0
20.7,19.39,19,532.5,0
19.5,26.89,8,475.3333333,0
21.5,33.7,12,1314,1
20.89,19.79,8,635.5,1
20.2,33,5,446,0
22.6,17.6,11,455,0
20.2,26.2,15,420.5,0
19.39,26.7,6,466,0
19.39,30.5,12,430,0
23.075,16.945,13,443.5,0
21.625,21.2225,17,819.75,1
19.79,19.39,5,444.5,0
19.34,27.2,1,462.5,0
20.6,20.745,22,453.5,0
19.39,31.06666667,2,433,0
19.7,19.39,7,450,0
19.5,30.2,1,438,0
20.79,22.89,6,450,0
19.5,29.65,0,440,0
21.7,27,20,530.5,0
21.025,23.7225,8,590,1
19.29,31.15,3,438,0
19.365,30.675,12,435.75,0
21.325,20.978,9,808,1
22.1,25.745,9,1025,1
20.245,20.84,0,443,0
19.39,26.7,4,468,0
19.39,30.84,2,441.5,0
21.7675,20.7925,11,846.75,1
21.2,25.6,23,468.5,0
20.89,23.5,5,445.3333333,0
20.29,26.23,14,422.3333333,0
19.79,19.29,4,442.5,0
19.6,29.79,0,436.5,0
19.745,19.39,4,439,0
19.39,26.76,5,461,0
22.2,27,12,1083.666667,1
21.29,25.2,0,456,0
19.5,26.79,8,469,0
19.5,27.29,1,464,0
19.29,26.89,4,471.5,0
22.1,26.39,9,1038.5,1
20.745,27.815,13,418,0
19.39,27.6,20,434,0
20.53333333,21.2,22,455.6666667,0
20.29,32.9,1,474,0
20.55,35,20,947.5,0
19.29,31.6,5,431.5,0
19.5,30.1,1,435.5,0
20,18.7,0,434,0
20.445,18.7,4,436,0
20.89,23.29,6,443,0
19.79,19.2,3,442.3333333,0
19.89,26.79,21,437.5,0
19.79,19,2,435,0
20.1,33.09,6,448,0
22.39,26.015,16,1056.25,1
20.5,21.2,22,452.3333333,0
20.39,19.945,1,436.5,0
21.5,23.35,18,732.5,0
21,19.76,20,474,0
21.2,32.845,13,1102,1
20.79,35.73,19,1145.666667,0
22.2,27.1,11,1124,1
20.55,19.6,2,433,0
22.4725,17.365,14,443,0
21.39,24.2675,8,739.25,1
20.29,33.09,7,447.6666667,0
21.32333333,24.29,8,727,1
21,24.445,3,445,0
22.6,17.5,11,455,0
20.1,33,4,443.5,0
22.2675,27.315,19,608.5,0
19.79,19.39,5,444,0
19.5,26.5,8,472.5,0
21.15,25.39,1,446,0
21.6,26.29,20,500,0
22.5,27.6,15,1085,1
19.5,30.1,1,436.6666667,0
20,18.7,0,432,0
21,24.6,3,443.6666667,0
20,18.7,1,440,0
20,18.79,23,440,0
20.89,23.5,5,446.5,0
19.7,19.445,7,449,0
21.39,19.5,13,665.25,1
20.39,21.29,23,450,0
19.79,19.29,5,437.5,0
20.39,32.9,23,501,0
19.5,27.1,23,456,0
22,27.1,19,557,0
22.39,27.34,18,630.5,0
20.2,21.29,0,448,0
20,24.6,19,443,0
19.39,26.89,1,464,0
20.29,21.29,23,446,0
19.34,27.34,18,424.5,0
21.56666667,34.5,12,1422.666667,1
20.2,33,4,443,0
20.39,19.2,20,468.5,0
20.7,26.79,13,427.75,0
20.29,33.09,7,450,0
19.2,31,7,432,0
21,19.675,16,436,0
21.365,18.5,10,455.5,0
19.34,27.65,19,436,0
20.9175,23.7225,5,446.5,0
21.79,18.2,15,442.5,0
19.2,31.2,7,431,0
21.7,18.39,15,442,0
21.5,34.4,12,1395,1
21,24.5,3,445,0
19.7,26.7,16,423,0
20.29,32.9,1,461,0
19.39,27.2,17,423.5,0
19.39,27.5,20,440.6666667,0
21,25,2,439.5,0
20.89,19.89,21,464,0
22.1,26.625,10,1047.4,1
21.29,36.4,18,1399.5,0
20.29,33.09,8,453,0
20.2,18.6,7,432,0
20.1,29.79,9,701,1
20.89,24.2,4,440,0
22.2,25.96,14,780,1
21.6,26.65,20,517,0
20.5,33.9,21,744.5,0
19.39,27.5,20,445,0
22.1,26.2,9,1025.666667,1
21.29,32.95,13,1129.5,1
19.65,19.445,7,452,0
21.675,20.4175,11,792.5,1
22.2,28,14,966.5,1
21,23.7,8,569,1
20.1,33,5,445,0
19.1,30.89,11,434.3333333,0
20.79,20,16,438.75,0
19.65,29.2,23,435,0
22.1,39.03,17,2028,1
20.2,19.1,21,450,0
19.66666667,19.35666667,7,450,0
20.29,33,0,478,0
21.65,20.9175,17,790.5,1
19.5,26.29,7,467.5,0
19.1,30.89,11,433.5,0
20.15,33.145,6,454.6666667,0
20.625,26.9975,13,425.5,0
21.39,25.7,21,484,0
20.29,20.7,1,443,0
22.365,26.4725,16,1077.5,1
22.79,17.6,11,453.5,0
21.29,21.2,10,836.5,1
20.29,18.65,6,433.5,0
19.7,29.1,23,440,0
20.29,18.7,6,439,0
19.29,31.29,4,439.5,0
19.34,31.15,3,438,0
20.34,33,0,483.6666667,0
19.445,26.745,5,464.5,0
22.42666667,26.69666667,16,1088,1
20.7,22.7,7,452.5,0
20.84,19.695,8,589.5,1
22.2,27.4175,14,885.75,1
20.2,32.9,4,449.5,0
20.7225,20.29,16,435.75,0
20.82333333,19.73,8,642.6666667,1
22.6,17.16666667,14,446,0
21.29,20.795,19,571,0
20.2,32.9,3,452,0
19.7,19.29,7,448,0
19.6,19.5,8,450.5,0
19.15,30.89,11,432.5,0
21.34,21.2,10,831,1
20.89,35.95,19,1204,0
19.5,27.7,22,454,0
19.245,31.15,8,430.3333333,0
19.79,19.245,5,444,0
20.29,20.7,1,438,0
22.4175,26.05,13,934.5,0
21.6,26.39,20,504,0
19.23,31.13333333,8,435.6666667,0
21.2,19.895,19,526,0
21.2,25.1,1,441,0
19.79,19.29,5,437,0
20.315,19.245,7,488.6666667,1
19.29,31.7,5,429.5,0
19.29,26.89,4,466.5,0
20.05,18.79,22,442,0
21.64,19.31,13,645.5,1
20.5,21.29,23,452.3333333,0
20.7,20.39,21,461.3333333,0
19.39,26.7,5,463.5,0
19.89,26.945,21,441.5,0
20.5,18.945,3,437,0
21.05,36.0975,9,787.25,1
20.745,19.445,19,536,0
22.5,27.5,18,640,0
19.39,30.89,2,433.5,0
22.7,26.89,12,1106,1
20.2,32.9,4,448.5,0
21.39,22.945,18,698.5,0
19.245,31.15,8,429.2,0
21.7,20.945,10,854.5,1
21,36.09,19,1250,0
20.29,26.2,14,418.5,0
22.1,38.95,16,2001,1
20,26.29,15,426,0
19.5,30.1,1,438.5,0
22.32333333,26.39,16,1065.333333,1
21,24.39,4,442,0
19.39,27.2,17,419.5,0
20.23,30.26,9,780.3333333,1
21.7,26.89,20,526,0
22.29,25.89,17,1036.5,1
20,18.79,23,432,0
20.46333333,18.73,4,432.6666667,0
19.39,27.5,20,449,0
19.89,18.89,2,438,0
19.29,31.6,5,430,0
20.2,19.1,21,453,0
21.34,21.2675,10,830.25,1
21.79,21.6,16,926.5,1
21,36.12666667,19,1267.666667,0
21.03333333,24.89,2,439.5,0
19.39,30.745,2,439.5,0
20.625,26.39,14,418.6666667,0
22.1,39.0675,17,2028.25,1
22,25.5,9,936,1
20.5,26.2,14,419,0
20.79,20.29,21,457,0
21.865,21.3175,16,890.5,1
20.89,19.92666667,21,472,0
19.5,27.79,22,450,0
20.29,20.7,1,441.5,0
20.5,34.545,20,869.5,0
19.5,26.7,5,461.5,0
20.39,32.9,23,527,0
21.2,19.29,16,443,0
22.2,24.365,17,900.5,1
19.39,25.89,7,472,0
19.5,26.39,7,470.3333333,0
19.39,31.29,4,436,0
21.7225,20.7,11,848.25,1
22.1,38.4,17,1927.5,1
20.2,32.9,3,448,0
20.55,21.1,17,435,0
20.7,27.945,13,420,0
21.2,25,1,448,0
19.2675,30.525,10,430,0
21.6,18.39,10,462.5,0
20.89,19.84,21,470,0
21.2,19.39,20,486,0
20.5,19,3,434,0
19.39,26.6,3,471.3333333,0
20,25.39,20,439.5,0
22.2,27.03333333,11,1132.333333,1
22.39,26.32333333,16,1060.333333,1
22.5,27.32333333,18,648.6666667,0
21.46333333,24.35666667,8,787.6666667,1
22.1,38.8,16,2012.75,1
22.05,26.34,10,1024.5,1
20.5,34,20,771,0
21.365,24.29,8,736.25,1
22.89,17.65,12,457,0
20.6,19,3,437.5,0
20.13333333,33.09,6,451,0
19.5,30.29,1,440.5,0
22.2,26.1225,14,776.75,1
21,23.5,7,541,1
21.89,25.15,9,880,1
21.7,21.34,16,908.5,1
19.245,30.745,12,424.25,0
20.29,19.2,20,451,0
19.29,30.56666667,10,428.6666667,0
20.39,30.84,9,886,1
21.7,20.35666667,12,799.6666667,1
19.39,30.7,2,438,0
20.5,33.5,21,759,0
22.315,26.2,16,1065,1
22.9175,16.865,13,442.5,0
20.66666667,26.6,14,414,0
21.2,25.5,23,469.5,0
20,18.79,23,434,0
20.6,35.09,20,1001,0
19.6,29.6,0,439.5,0
22.175,17.745,14,440.25,0
19.79,19.29,4,441,0
20.5,34.86333333,20,921.3333333,0
21.89,21.245,16,877,1
19.5,27.7,23,453,0
19.92666667,25.96333333,20,444.3333333,0
20.2225,21.2225,23,445,0
22,27.1,19,558,0
22.6,27.39,18,672,0
19.29,27.6,18,429,0
21.5,26.2,21,502,0
19.5,26.625,8,470.6666667,0
19.39,27.1,1,468.5,0
19.89,26.29,21,438,0
20.5,19.89,1,436,0
21.7,20.39,12,804,1
19.5,30.1,1,439,0
22.175,38.9725,17,1986.5,1
21.66666667,21.22666667,17,813,1
22.5,27.33,15,1060.666667,1
21.6,21.2,17,818,1
20.89,20,21,466,0
19.89,19.1,2,433,0
19.39,26.79,0,462,0
22.29,17.84,11,453.5,0
20.89,18.815,9,459.25,0
19.5,27.79,23,451,0
20.7,22.39,7,457,0
19.7,19.5,8,461,0
20.5,19.89,1,439.5,0
21.2,25.39,23,459.6666667,0
21.2,32.9,13,1117.333333,1
19.55,29.7,0,441.5,0
19.5,27.7,22,448,0
19.79,27.79,22,435.5,0
20.89,23.89,4,453,0
22.5,28.39,15,1103.333333,1
21.39,24.29,8,781,1
19.5,26.1,7,467,0
20.29,20.7,1,443.5,0
19.35666667,26.6,3,468,0
19.46333333,27.23,1,462.3333333,0
21.2,25.39,23,466.25,0
21,24.5,3,445,0
19.34,31.15,3,440,0
22.5,27.06666667,15,1068,1
20.2,20.6,1,444.5,0
20.7,35.29,19,1054,0
19.6,19.5,8,456.75,0
19.39,31.2,3,434.5,0
20.5,34.0675,21,762.5,0
19.32333333,27.39,18,420.3333333,0
20.5,18.745,4,436.5,0
20.5,30.9725,9,950.75,1
20.2,33,4,446,0
21.79,20.678,11,821.25,1
22.2,20.92,14,865,1
22.13333333,24.29,17,898.6666667,1
19.39,27.05,2,466,0
22.39,26.79,16,1074,1
19.39,27.2,17,422.3333333,0
19.7,19.39,6,442,0
19.39,27.39,20,444.5,0
20.1,18.89,22,439,0
21.76,19.06666667,13,626.6666667,1
21.2,25.1,1,443,0
19.7,30.2,12,425.5,0
21,32.4,10,1261,1
19.89,18.89,2,438.5,0
20.39,18.65,5,433,0
20.29,32.95,1,463,0
21.2,21.16666667,18,612.3333333,0
20.29,26.2,14,421.5,0
20.2,32.9,3,451,0
21.2225,21.025,9,793.25,1
21.15,19.55,19,506.5,0
19.2,31.6,6,437.5,0
19.39,26,7,463,0
19.39,27.15,17,423.5,0
19.89,18.79,1,437.5,0
22.29,25.15,17,967.5,1
23.15,27.2,17,708.25,1
20.5,21.29,23,447,0
20.39,22.1,18,439,0
20.56666667,35,20,964.6666667,0
19.39,31.1,3,436.6666667,0
20,18.84,22,439.5,0
19.79,19.16666667,3,440.25,0
20.5,33.09,22,562,0
19.29,27.29,18,426.5,0
21.075,23.7675,8,611,1
19.5,27.6,21,444.5,0
19.7,26.79,16,421.5,0
20,18.7,0,442,0
20.05,18.84,22,438.5,0
19.1,31.29,7,436,0
20.29,33,7,457,0
22,37.59,18,1742,0
22.85666667,17.6,11,455.6666667,0
21.79,21.775,16,964.25,1
20.1,19,22,441,0
20.29,32.95,1,474,0
21,24.5,3,445.5,0
19.7,28.7,22,437.5,0
19.39,31.1,2,434,0
19.39,27.5,20,443.5,0
20.29,32.95,1,461.5,0
21,36.09,19,1265,0
19.55,29.89,0,439,0
21.82333333,18.23,15,441.3333333,0
20.7,22.79,6,455,0
22.06666667,26.42666667,10,1044.666667,1
20.39,26.2,14,424,0
20.39,22.1,18,440,0
21.5,34.4,12,1401.25,1
20.7,26.82333333,13,418.3333333,0
20.29,33,0,484,0
19.79,19.29,4,441,0
20.89,19.92666667,9,660,1
20.66666667,35.26,19,1039.666667,0
20.05,18.89,21,444,0
21,19.6,16,438,0
20.89,24.29,4,445.5,0
19.745,19.29,5,440.5,0
20.7,19.53333333,8,547,1
21.13333333,18.6,10,460.6666667,0
19.39,27.39,21,454.5,0
19.39,26.7,2,471.5,0
19.29,26.2,6,466.5,0
20.865,19.7425,8,589.75,1
19.79,19.2,3,443,0
19.6,30,0,437,0
20.29,21.29,23,441,0
21.46333333,25.76,21,493.3333333,0
22.1,21.575,15,884.25,1
22.445,26.695,16,1077.5,1
19.39,27.1,17,423,0
19.65,30.15,12,427.5,0
21.1,32.975,11,1349.75,1
19.92666667,18.79,1,435,0
20.7,22.7,7,453.5,0
20.945,23.5,5,448.5,0
20.5,34,21,757,0
20.56666667,19.5,2,437,0
20.39,32.9,23,524,0
19.5,26.7,5,461,0
20.7,20.5,21,460.5,0
20.5,33.45,21,637.5,0
20.1,33.09,6,442.5,0
21,32.52,10,1294.5,1
19.6,19.39,7,450.5,0
21.73,20.7,10,849.75,1
21.5,20.84,10,832.5,1
20.16666667,21,0,439,0
21.1,21.1,9,779.3333333,1
19.39,26.84,0,459,0
21.35666667,20.92666667,9,796.3333333,1
21.445,25.745,21,492.5,0
22.2,27.06666667,12,1099.333333,1
20.5,34.29,20,816,0
21.6,26.5,20,517,0
21.85666667,18.16666667,10,462,0
20.5,33.5,21,712.5,0
19.39,31.1,3,436.5,0
19.445,31,3,434,0
21.2,19.2675,16,435.75,0
20.1,21.1,0,444,0
21.89,18.1,10,460,0
20.29,18.7,6,433.3333333,0
19.2675,30.55,10,438.75,0
21.29,32.975,13,1124.75,1
22.08,26.18,10,1009.6,1
21.39,25.7,21,492,0
19.39,26.6,3,466,0
20.29,32.95,1,465,0
19.7,19.39,7,454,0
22.2,21.2925,15,902.5,1
19.1,30.89,11,435.5,0
19.79,27.65,22,441,0
22.1,38.0675,17,1845,1
20.245,22.9725,18,436,0
22.1,38.29,17,1893.333333,1
20.89,23.29,6,448,0
20.29,18.5,7,436,0
20.29,18.5,7,442,0
21.6,21.29,17,831.6666667,1
19.39,30.5,12,428.75,0
21.5,25.84,21,490.5,0
20.29,30.445,9,814.75,1
20.2,18.89,21,443.5,0
21.7225,21.5225,16,897.5,1
21,19.89,18,614,0
21.745,21.815,16,949,1
19.79,19.39,4,441,0
21.79,19,14,630.6666667,1
19.23,30.53333333,10,433.6666667,0
20.7,20.445,21,461.5,0
21.7,20.89,18,780.5,1
22.1,20.1,14,767.5,1
19.445,27.2,1,465,0
22.1,21.26,15,863.3333333,1
20.79,20.075,16,440,0
21.15,21.05,9,787.5,1
20.2,23.29,18,441,0
20.79,31.99,10,1150.666667,1
20.89,23,6,454,0
21.2,25.5,23,464.5,0
22.39,28.2,14,1053,1
20.84,23.395,5,446.5,0
22.13333333,39.09,17,2023,1
20.39,19.03333333,9,456,0
22.06666667,25.79333333,9,969.3333333,1
20.39,21.6,17,434,0
19.5,27.7,23,449,0
20.7675,34.7175,9,600.75,1
20.79,19.5,8,551.25,1
21.79,20.245,12,804.5,1
22.13333333,24.26,17,887,1
20.26,32.86333333,2,455.3333333,0
19.39,27.39,20,449,0
20.39,18.7,5,433,0
19.39,27.1,1,468.5,0
22.15,21.745,15,930.5,1
21.5,33.29,13,1262.5,1
22.7225,17.6,11,454.5,0
20.2,32.9,3,452,0
22.1,27.2,19,576.5,0
22.89,17,13,438.5,0
21.73,20.89,10,861,1
20.7,20.6,21,463,0
22.1,26.1,9,1021,1
19.39,27.5,20,437.5,0
22.26,26.85666667,12,1081,1
21.1,36.145,19,1287,0
21.29,33.2,11,1417.25,1
20.2,18.89,21,450,0
20.79,35.79,19,1169,0
20.29,33.045,7,450.5,0
22,18.025,10,464.5,0
20.05,24.245,19,442,0
20.29,33.09,6,445,0
19.79,19.29,4,439.5,0
23.1,17.16666667,12,446,0
21.79,20.6225,11,833.5,1
21.7,18.365,10,454.5,0
21.73,27,20,533.3333333,0
21.29,20.7475,19,570.5,0
21.39,36.5,18,1421,0
19.245,30.55,10,432.75,0
19.65,19.34,7,449,0
21.32333333,21.23,10,843.3333333,1
21.34,22.395,18,654,0
19.89,19.05,2,442.5,0
21.245,25.245,0,458.5,0
22.1,25.92666667,9,986.3333333,1
20.29,18.5,7,439,0
19.29,31.34,4,437,0
21.7,20.5,11,787,1
19.7,19.35666667,6,445,0
22.32333333,26.1,13,912.3333333,0
19.65,19.34,7,446,0
19.79,19.29,4,448,0
20.2,32.9,3,458,0
21.26,25.26,0,459.6666667,0
21.29,32.95,13,1131.5,1
19.29,27.5,18,432,0
20.9175,35.475,9,679.25,1
21,23.5,7,542.75,1
19.7,28.445,22,437.5,0
21.5,33.425,13,1279.25,1
20,18.66666667,0,433.3333333,0
20.39,21.29,23,447,0
19.39,30.7,2,440.5,0
21.2,23.79,8,630.6666667,1
20.39,18.7,5,425.5,0
19.55,29.89,0,441,0
20.29,32.9,3,455,0
20.2,18.6,7,425.5,0
19.445,26.445,6,465,0
20.39,18.7,4,434.5,0
20.29,26.2,15,422,0
19.39,31.1,3,437.5,0
19.46333333,30.56666667,9,429.3333333,0
21.65,20.9175,10,850,1
19.2,31.13333333,8,438.3333333,0
22.2,21.7,15,925.25,1
22.2,27.1,11,1122.5,1
20.89,20,21,470.5,0
19.29,26.79,3,464.5,0
19.26,31.7,5,434,0
19.5,27.7,23,447.6666667,0
20,18.6,23,441,0
21.675,20.4175,12,802,1
20.5,33.29,22,614.5,0
22,18,15,446,0
20.39,33,23,535.3333333,0
21.6,26.39,20,507,0
19.39,27.2,17,422.6666667,0
19.89,18.85666667,1,436.6666667,0
19.13333333,30.73,11,431.3333333,0
21.32333333,23.92666667,8,654.6666667,1
21.315,24.175,8,685.5,1
20.7,27.39,13,420.5,0
21.2,25.29,23,463.25,0
19.29,26.79,3,464,0
20.7,26.79,13,424.75,0
22.6,17.1,13,444,0
19.89,28.65,9,599,1
22.175,20.745,14,830.25,1
20.5,33.4,21,662,0
23,16.745,13,442.75,0
19.65,28.89,23,439,0
20.35666667,33.4,8,482.3333333,0
21.76,19.03333333,14,642.3333333,1
19.39,31,3,433.5,0
22,37.95,15,1832.75,1
20.5,19.65,2,436.5,0
21.1,25,1,439,0
21.865,18.175,15,437.5,0
19.89,18.89,23,444,0
21.5,18.6,15,442,0
20.5,34.9,20,921.5,0
20.6,20.7,17,438,0
